1456210658.743950,42.408129,-71.125012,16.832109,65.000000,-1.000000,-1.000000,0.980000
1456210665.924659,42.408136,-71.125008,16.832109,80.427106,-1.000000,-1.000000,0.980000
1456210665.941507,42.408143,-71.125004,16.832109,80.427106,-1.000000,-1.000000,0.980000
1456210665.953324,42.408149,-71.125000,16.832109,80.427106,-1.000000,-1.000000,0.980000
1456210665.963598,42.408156,-71.124996,16.832109,80.427106,-1.000000,-1.000000,0.980000
1456210666.123385,42.408288,-71.125096,17.659039,65.000000,-1.000000,-1.000000,0.980000
1456210667.407358,42.408312,-71.125148,31.544857,30.000000,28.476562,3.590000,0.980000
1456210668.006159,42.408329,-71.125136,31.753262,30.000000,28.476562,3.590000,0.980000
1456210669.002132,42.408280,-71.125137,30.813229,10.000000,-1.000000,0.000000,0.980000
1456210669.820977,42.408280,-71.125137,30.813229,10.000000,-1.000000,0.000000,0.980000
1456210669.999994,42.408227,-71.125155,31.039883,10.000000,-1.000000,0.000000,0.980000
1456210671.000082,42.408227,-71.125155,31.133389,10.000000,-1.000000,0.000000,0.980000
1456210672.000044,42.408227,-71.125155,31.223232,10.000000,-1.000000,0.000000,0.980000
1456210673.000026,42.408227,-71.125155,31.323421,10.000000,-1.000000,0.000000,0.980000
1456210674.000009,42.408227,-71.125155,31.415401,10.000000,-1.000000,0.000000,0.980000
1456210674.702898,42.408227,-71.125155,31.415401,10.000000,-1.000000,0.000000,0.980000
1456210674.999974,42.408227,-71.125155,31.452358,5.000000,-1.000000,0.000000,0.980000
1456210676.000035,42.408227,-71.125155,31.366116,10.000000,-1.000000,0.000000,0.980000
1456210677.000015,42.408227,-71.125155,31.388882,10.000000,344.882812,0.000000,0.980000
1456210677.999969,42.408227,-71.125155,31.428493,10.000000,344.882812,0.000000,0.980000
1456210678.999970,42.408227,-71.125155,31.614559,5.000000,305.859375,0.000000,0.980000
1456210679.999970,42.408224,-71.125154,30.904598,5.000000,308.320312,0.150000,0.980000
1456210680.999970,42.408224,-71.125154,31.792873,5.000000,319.921875,0.000000,0.980000
1456210681.999971,42.408224,-71.125154,32.321957,5.000000,189.140625,0.000000,0.980000
1456210682.999970,42.408224,-71.125154,32.279781,5.000000,189.140625,0.000000,0.980000
1456210683.999969,42.408224,-71.125154,32.427120,5.000000,189.140625,0.000000,0.980000
1456210684.999970,42.408224,-71.125154,32.548763,5.000000,189.140625,0.000000,0.980000
1456210685.999971,42.408224,-71.125154,32.568905,5.000000,189.140625,0.000000,0.980000
1456210686.999970,42.408224,-71.125154,32.617641,5.000000,189.140625,0.000000,0.980000
1456210687.999970,42.408224,-71.125154,32.843349,5.000000,189.140625,0.000000,0.980000
1456210688.999970,42.408224,-71.125154,32.942654,5.000000,189.140625,0.000000,0.980000
1456210689.999970,42.408224,-71.125154,33.090023,5.000000,189.140625,0.000000,0.980000
